Company Name,ISO Country Code,Country,City,Address,NACE Rev. 2 Code principal,"NACE Principal Rev. 2, description ",Sector,Main activity,Description in English,Website,"Operating result [=EBIT]
mEUR 2021","Operating result [=EBIT]
mEUR 2020","Operating result [=EBIT]
mEUR 2019","Turnover
mEUR 2021","Turnover
mEUR 2020","Turnover
mEUR 2019",Operating margin 2019,Operating margin 2020,Operating margin 2021,Weighted Average Operating margin 2019-2021,luxury
YUVELIRNAYA SET EPL DAIMOND,RU,Fédération de Russie,MOSCOW,PER. 1-I SHCHIPKOVSKII D. 20,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the retail distribution of jewelry,Retail,Sale of jewellery.,epldiamond.com,0.949243775994959,0.136123734460086,1.54639771420614,22.7169023029719,15.5088285760446,22.6097972348914,0.06839502796689136,0.008777177063543458,0.041785792945492214,0.04326033333241542,LUXURY
N PEAL (RETAIL) LIMITED,IE,Irlande,KILDARE,,4771.0,Commerce de détail d'habillement en magasin spécialisé,,,Design and sale of luxury cashmere clothing. Accounts data converted from Sterling.,,1.905657,-0.400756,1.805472,19.399543,12.466876,17.725489,0.10185738740409361,-0.03214566343645353,0.09823205629122293,0.0667522814407544,LUXURY
DESPI ASTIGI S.L.,ES,Espagne,CORNELLA DE LLOBREGAT,,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the operation of a jewelry store,Retail,Engaged in the operation of a jewelry store [source: Bureau van Dijk],,0.36141,0.1854559,0.04242018,19.3380299,23.90342285,8.64584713,0.004906422628363081,0.007758549943402772,0.018689080628632188,0.011357038839231273,LUXURY
TOMASINI FRANCIA SRL,IT,Italie,SPOLETO,CORSO GIUSEPPE GARIBALDI 50,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the retail trade of luxury watch and jewelry,Retail,Engaged in the retail trade of luxury watch and jewelry [source: Bureau van Dijk],"www.tomasinifrancia.it
tomasinifrancia.it",1.593885,1.143813,0.36608,19.119403,16.292973,17.814843,0.020549156677945466,0.07020284143354316,0.08336478916208838,0.058311857322472564,LUXURY
"VISAO DO TEMPO II - DISTRIBUICAO, S.A.",PT,Portugal,CARNAXIDE,,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"Engaged in the retail sale of jewelry, watches, precious stones, and precious metals",Retail,"Engaged in the retail sale of jewelry, watches, precious stones, and precious metals [source: Bureau van Dijk]","www.pandoraonline.pt/acerca-visao-do-tempo
pandoraonline.pt",1.689071,0.732294,1.648787,18.913793,18.030416,27.709999,0.0595015178455979,0.040614370738867034,0.08930366320494255,0.06295262328478296,LUXURY
SERGIO CAPONE S.R.L.,IT,Italie,PISA,BORGO STRETTO 6,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Operates as a retailer of jewelry goods and watches,Retail,Operates as a retailer of jewelry goods and watches [source: Bureau van Dijk],"www.sergiocapone.it
www.sergiocapone.com",2.166297,1.076693,1.991636,18.159264,12.521517,15.821035,0.12588531660539276,0.0859874246866414,0.11929431721461839,0.11256820593845195,LUXURY
NEWMAX NOWAK I WSPOLNICY SP.K.,PL,Pologne,RZESZOW,,4772.0,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the wholesale and retail trade of New Balance sports shoes,Wholesale; Retail,Trade: footwear,"www.nbsklep.pl
nbsklep.pl",1.48379077453125,1.51932051710494,14.2325879068081,17.3772928946899,17.3170448264002,74.9769852582474,0.1898260894031149,0.08773555374694786,0.08538676211095354,0.15715775765458362,LUXURY
"GOFAS, G., & CO P.C. ""GOFAS JEWELRY""",GR,Grèce,ATHENS,,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the operation of jewelry stores,Retail,"Imports and trade of jewellery, watches, garments, shoes, accessories and costume jewellery",www.gofas.gr,0.91961,0.267622,0.671291,16.394452,7.60059,15.637521,0.04292822372548692,0.03521068759135804,0.05609275625681175,0.046893838281415204,LUXURY
MEGAFORT OU,EE,Estonie,TALLINN,,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the retail trade of watches and jewelry,Retail,Retail sale of watches and jewellery in specialised stores,www.goldtime.ee,3.495364,2.490469,0.226213,16.054008,12.986375,12.857266,0.01759417593133719,0.19177553397310643,0.21772531818845486,0.14826717365454084,LUXURY
MYSHOE N. I. MINOGLOU S.A.,GR,Grèce,OINOFYTA,,4772.0,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the wholesale of clothing and footwear products,Wholesale,"Exclusive imports, imports and trade of shoes, slippers, garments, travelling goods, white linen, tableware, decoratives and small furniture (also via internet: www.myshoe.gr, www.laredoute.gr and www.samsonite.gr)",www.myshoe.gr,0.310886,0.022891,0.080716,15.073145,11.354509,12.205451,0.006613110814176387,0.0020160272892469416,0.020625158186960982,0.010728959010672324,LUXURY
PAPINI S.R.L.,IT,Italie,CATANIA,CORSO ITALIA 171,4771.0,Commerce de détail d'habillement en magasin spécialisé,Operates as the exclusive fashion store of luxury brands with a wide selection of haute-couture clothings of international designers,Retail,Operates as the exclusive fashion store of luxury brands with a wide selection of haute-couture clothings of international designers [source: Bureau van Dijk],www.papinistore.com,0.275959,-0.183821,0.16457,14.695368,13.792795,14.612698,0.011262122846855523,-0.013327320532205403,0.018778638275679792,0.005955983106694782,LUXURY
DAVID-ANDERSEN AS,NO,Norvège,OSLO,POSTBOKS 773  SENTRUM,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the retail sale and marketing of gold and silver wares and related fashion accessories as well as in redesigning fashionable items,Retail,Engaged in the retail sale and marketing of gold and silver wares and related fashion accessories as well as in redesigning fashionable items [source: Bureau van Dijk],www.david-andersen.no,1.24300079711192,1.36216544796284,0.355960612667011,14.642823677019,12.86872798956,12.028143299972,0.029593978371361743,0.1058508229459759,0.08488805332421862,0.07488997728097714,LUXURY
ROBERTO JOYERO VIGO SL,ES,Espagne,VIGO,,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"Primarily engaged in the wholesale and retail sale of jewelry, watches, precious stones, and precious metals",Wholesale; Retail,"Primarily engaged in the wholesale and retail sale of jewelry, watches, precious stones, and precious metals [source: Bureau van Dijk]",www.robertojoyero.com,5.14066007,2.70678674,3.18189501,14.56622178,9.3199937,10.776498579,0.29526241632885386,0.29042795812190303,0.35291650420003423,0.318190370241256,LUXURY
MARC TENSEN,BE,Belgique,ANTWERPEN,,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the operation of jewelry and watch stores,Retail,Engaged in the operation of jewelry and watch stores [source: Bureau van Dijk],www.tensen.be,1.584071,0.258974,0.107552,12.977054,8.94107,10.506475,0.010236734965818697,0.028964542275141565,0.12206707315851502,0.06015793749677521,LUXURY
CAMPARINI S.R.L.,IT,Italie,REGGIO NELL'EMILIA,VIA EMILIA SAN PIETRO 29/C,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"Engaged in the wholesale of jewelry, watches, precious stones, and precious metals",Wholesale,"Engaged in the wholesale of jewelry, watches, precious stones, and precious metals [source: Bureau van Dijk]",www.camparinigioielli.com,1.946484,1.490668,1.332705,13.200859,11.045743,11.74519,0.11346815164335358,0.1349540723516743,0.14745131358497202,0.13252624376135538,LUXURY
NIKOLAOS P. SAKELLARIS S.A.,GR,Grèce,ATHENS,,4772.0,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,,,"Representation, imports and trade of anatomic shoes (sales also via internet)",www.sakellaris.gr,3.69718,1.675193,3.250056,13.185842,8.397243,10.689627,0.30403829806222427,0.19949321461817884,0.28039013359935605,0.2671739827752933,LUXURY
RONCHI - OREFICERIA OROLOGERIA S.R.L.,IT,Italie,MILANO,VIA MAURIZIO GONZAGA 0005,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the retail distribution of a wide range of watches,Retail,Engaged in the retail distribution of a wide range of watches [source: Bureau van Dijk],www.ronchigioielli.com,2.340515,1.828246,1.971636,11.51454,9.490069,12.632031,0.15608226420596974,0.1926483358550923,0.20326604449678407,0.18255084336604369,LUXURY
ORA - KESSARIS S.A.,GR,Grèce,ATHENS,,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in importing and trading of watches and jewelry,Wholesale,"Representations, exclusive imports and trade of watches and jewellery (also sales via internet)",www.kessaris.gr,1.26552,0.209519,0.921178,11.270171,6.003045,11.218794,0.08211025177929107,0.03490212050717594,0.11228933438543214,0.08410136736579835,LUXURY
TORELLI SRL,IT,Italie,TREVIGLIO,VIA ROMA 2/4,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"Involved in the retail distribution of a range of jewelry and other related products; and provision of engraving, personalization, and customization services, as well as jewelry repair services",Retail,"Involved in the retail distribution of a range of jewelry and other related products; and provision of engraving, personalization, and customization services, as well as jewelry repair services [source: Bureau van Dijk]",www.gioiellerietorelli.com,0.374002,0.282568,0.327695,10.876676,8.057733,10.735244,0.030525156205112806,0.035067927914712485,0.03438568915723885,0.0331741325050212,LUXURY
CUSI MONTENAPOLEONE S.R.L.,IT,Italie,MILANO,VIA MONTE NAPOLEONE 21/A,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the sale of jewelries,Retail,Engaged in the sale of jewelries [source: Bureau van Dijk],www.cusimontenapoleone.com,0.601428,-0.224376,0.920284,10.447562,6.488519,9.603788,0.0958251056770516,-0.034580464355579446,0.057566348972133405,0.04888253216321452,LUXURY
LINEA S.A.,GR,Grèce,ATHENS,,4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail sale of women's clothing and accessories in Greece,Retail,Exclusive imports and trade of women's wear and accessories,www.lineapiu.gr,3.865414,0.401661,2.907989,10.041588,5.831557,12.248325,0.23741932060098014,0.06887714550333641,0.3849405094094679,0.2551454102506021,LUXURY
MENICHINI MARIO E RENATO - S.P.A.,IT,Italie,ROMA,PIAZZA DI SPAGNA 1,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the retail distribution of jewellery,Retail,Engaged in the retail distribution of jewellery [source: Bureau van Dijk],www.menichinigioiellieri.it,0.885295,0.684055,0.24108,9.998059,8.696775,5.558046,0.04337495587478045,0.07865616852223956,0.08854668691192961,0.07464804179957184,LUXURY
JACOBER,FR,France,LYON,,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"Engaged in the retail sale of jewelry, watches, precious stones, and precious metals",Retail,"Engaged in the retail sale of jewelry, watches, precious stones, and precious metals [source: Bureau van Dijk]",www.silvana-jacober.ch,1.489988,1.733584,1.40482,9.816189,8.563461,7.912524,0.17754385326350983,0.20243964443815415,0.15178884595640937,0.1760368693741339,LUXURY
"SPORTINO, LDA",PT,Portugal,BOMBARRAL,,4772.0,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the retail of shoes,Retail,Engaged in the retail of shoes [source: Bureau van Dijk],www.sportino.pt,0.53115963,0.12399976,1.04296135,9.62833876,8.850726128,11.42090356,0.09132038848947253,0.014010122808762161,0.05516627979549818,0.056793395717231486,LUXURY
ROSSINI 1882 S.P.A.,IT,Italie,ROMA,VIA DI VILLA EMILIANI 48,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"Engaged in the retail sale of jewelry, watches, precious stones, and precious metals",Retail,"Engaged in the retail sale of jewelry, watches, precious stones, and precious metals [source: Bureau van Dijk]",www.rossini-spa.it,1.172228,0.389351,0.504649,9.573703,6.825973,8.264742,0.06106046625532897,0.05703963376356748,0.12244248646526845,0.08377363698587983,LUXURY
MATRANGA S.R.L.,IT,Italie,PALERMO,VIA RUGGIERO SETTIMO 56/56 A,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"Engaged in the retail sale of jewelry, watches, precious stones, and precious metals",Retail,"Engaged in the retail sale of jewelry, watches, precious stones, and precious metals [source: Bureau van Dijk]",www.matranga.it,0.633153,0.522908,0.416219,9.084752,9.041595,9.354485,0.0444940581977522,0.05783360126172429,0.06969403237424643,0.057213697168994014,LUXURY
ERRANI S.R.L.,IT,Italie,FAENZA,VIA EVANGELISTA TORRICELLI 25,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the retail distribution of watches and jewelry,Retail,Engaged in the retail distribution of watches and jewelry [source: Bureau van Dijk],"www.gioielleriaerrani.it
www.erranijobs.com",2.557905,1.26813,0.487469,8.325916,6.844555,4.244049,0.11485941844686523,0.1852757410817796,0.30722205220422594,0.22217927612941243,LUXURY
"PIRES & IRMAO, LDA",PT,Portugal,BRAGA,,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"Engaged in the wholesale distribution of the watches, clocks and electronic items for upscale consumer market and promotion market",Wholesale,"Engaged in the wholesale distribution of the watches, clocks and electronic items for upscale consumer market and promotion market [source: Bureau van Dijk]","www.piresjoalheiros.pt
piresjoalheiros.pt",0.78189589,0.56916681,1.0127583,8.21653159,7.64407254,11.296543129,0.08965205447674435,0.07445858304217506,0.09516130759499702,0.08704231624389852,LUXURY
GIOIELLI DI MENICHELLI FRANCO & C. SRL,IT,Italie,VITERBO,PIAZZA GIUSEPPE VERDI 22,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the sale of jewelry or precious stones,Retail,Engaged in the sale of jewelry or precious stones [source: Bureau van Dijk],www.menichelli1912.it,0.954601,0.806419,0.551605,7.966898,6.497188,6.835228,0.08070030729040788,0.12411815696267368,0.11982091398684909,0.10857744056921272,LUXURY
"PASSO, A.S.",SK,Slovaquie,BRATISLAVA,,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"Retail sale of jewelry, watches, precious stones, and precious metals",Retail,"Retail sale of jewelry, watches, precious stones, and precious metals [source: Bureau van Dijk]",www.sheron.sk,1.977433,1.292458,1.132794,7.823414,6.659535,6.993288,0.16198303287380703,0.19407631313597723,0.25275832264533105,0.20500262685683718,LUXURY
SCOPAGIOIELLI S.R.L.,IT,Italie,ROVIGO,PIAZZA VITTORIO EMANUELE II 19,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"Engaged in the retail distribution of a range of jewelry and other related products; and provision of engraving, personalization, and customization services, as well as jewelry repair services",Retail; Services,"Engaged in the retail distribution of a range of jewelry and other related products; and provision of engraving, personalization, and customization services, as well as jewelry repair services [source: Bureau van Dijk]","www.scopagioielli.com
scopagioielli.com",1.030088,0.409081,0.41122,7.68054,5.384396,5.465539,0.07523869100558975,0.07597528116431258,0.13411661159241406,0.0998565336290624,LUXURY
BB NEW LOOK D.O.O. MOSTAR,BA,Bosnie-Herzégovine,MOSTAR,,4771.0,Commerce de détail d'habillement en magasin spécialisé,,,"Retail sale of footwear;Retail sale of men's and women's assemblies;Trade in household goods;Importer and distributor of fashion brands for clothing and footwear: Bugatti, Fynch Hatton, Gant, Lacoste, MAC, Pepe Jeans, Pierre Cardin, Ralph Lauren, Esprit, s.Oliver, Marco Tozzi, Skechers, U.S. Polo Assn, Jack & Jones etc.",www.retrohome.ba,0.338714184701723,0.287068617852452,0.591232007210282,7.44454892358017,6.1435754473022,7.76953207063503,0.07609621812938326,0.04672663668165924,0.045498281786941555,0.05698260074072021,LUXURY
SOCIETE NANTAISE DE BIJOUTERIE,FR,France,NANTES,BP 1231,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"Primarily engaged in the retail sale of jewelry, watches, precious stones, and precious metals",Retail,"Primarily engaged in the retail sale of jewelry, watches, precious stones, and precious metals [source: Bureau van Dijk]",,0.669874,0.392233,0.061944,7.14875,5.674336,5.615952,0.011030008803494046,0.06912403495316456,0.09370505333100192,0.06096039283611216,LUXURY
PROJECT DISTRIBUTION,BE,Belgique,BRUXELLES,BOLLINCKXSTRAAT 254 B.1,4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in the wholesale distribution of the finest skateboarding products,Wholesale,Engaged in the wholesale distribution of the finest skateboarding products [source: Bureau van Dijk],www.projectdistribution.com,0.611578,0.064397,0.066512,7.038435,4.714967,5.482323,0.012132083425219565,0.013657995909621424,0.08689119101050162,0.04307837355260658,LUXURY
VIKTORIYA,RU,Fédération de Russie,MOSCOW,"PROEZD KHLEBOZAVODSKII D. 7, STR. 9, E/POM/K/OF 8/XV/10A/10",4771.0,Commerce de détail d'habillement en magasin spécialisé,"Engaged in the retail of clothing products and accessories, specialising in fur products",Retail,"Engaged in the retail of clothing products and accessories, specialising in fur products [source: Bureau van Dijk]",alefmex.ru,0.214680049197763,0.185212115201366,0.37331303890705,6.97976370759761,6.45495660102627,13.2997335509676,0.02806921187378902,0.028693007040809418,0.03075749526650588,0.028921675653709948,LUXURY
PARABITA S.A.,GR,Grèce,ATHENS,,4771.0,Commerce de détail d'habillement en magasin spécialisé,,,"Imports and trade of women's wear, accessories, swimming suits, underwear and cosmetics (sales mainly via internet). Operation of a furnished villa",www.parabita.com,0.486499,-0.138452,0.04234,6.97133,5.038954,6.728303,0.006292820046897412,-0.02747633735096609,0.06978567934669569,0.02083332110366699,LUXURY
VENDRELL JOYERO SL,ES,Espagne,BARCELONA,,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"Engaged in the buying, selling and distribution of all kinds of jewelry and watches",Retail,"Engaged in the buying, selling and distribution of all kinds of jewelry and watches [source: Bureau van Dijk]",www.unionsuiza.com,0.63240003,0.03953542,0.29300343,6.53008374,5.55824301,7.09723607,0.041284160074444305,0.007112934776128114,0.09684409192584106,0.0502950520166184,LUXURY
FATTORI EUR SRL,IT,Italie,ROMA,VIALE EUROPA 83,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"Engaged in the retail distribution of a range of jewelry and other related products; and provision of engraving, personalization, and customization services, as well as jewelry repair services",Retail; Services,"Engaged in the retail distribution of a range of jewelry and other related products; and provision of engraving, personalization, and customization services, as well as jewelry repair services [source: Bureau van Dijk]",www.fattorieur.it,0.294406,0.344733,0.321393,6.37028,5.10845,8.854348,0.036297760151283866,0.0674828959860623,0.046215550964792754,0.047239871897407755,LUXURY
ILIC-TRGOVINA D.O.O.,BA,Bosnie-Herzégovine,ZVORNIK,,4772.0,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,,,Retail sale of footwear and leather goods in specialised stores,www.solekomerc.co.rs,0.502950143707148,0.484466926637862,0.465113206457748,5.92918719832805,4.8099078664714,5.94813111190561,0.07819484771053392,0.10072270406985406,0.08482615354916996,0.08704444114447571,LUXURY
SMART TRADING LTDOOD EOOD,BG,Bulgarie,SOFIA,"BUL. VITOSHA 38, MAGAZIN ROYAL HOUSE",4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,,,"Trade in watches, jewellery and miscellaneous other present articles",,0.385502730992932,0.360964027840448,0.124243347215618,5.6337594069113,4.97322535241366,7.99707898682913,0.015536091042772222,0.07258147424694138,0.06842726200199652,0.04680214591443737,LUXURY
F.G. FECAROTTA GIOIELLI S.R.L.,IT,Italie,PALERMO,VIA RUGGIERO SETTIMO 68,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the retail trade of colored gemstones and studded jewelry,Retail,Engaged in the retail trade of colored gemstones and studded jewelry [source: Bureau van Dijk],"www.fecarotta.com
www.fecarotta.it",0.576884,0.416919,0.187487,5.562886,4.587067,4.894442,0.03830610312677114,0.09089010472269099,0.10370228690647264,0.07852027283250672,LUXURY
BLONDI GIOIELLI S.P.A.,IT,Italie,MODENA,VIA EMILIA 88,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"An Italy based enterprise engaged in the wholesale of jewelry, watches, precious stones, and precious metals",Wholesale; Services,"An Italy based enterprise engaged in the wholesale of jewelry, watches, precious stones, and precious metals [source: Bureau van Dijk]","www.blondi.it
blondi.it",0.250143,-0.021717,0.333133,5.609026,4.105281,6.925082,0.048105278753377945,-0.005290015470317379,0.04459651283484869,0.03374877527053427,LUXURY
"MACHADO - JOALHEIRO, S.A.",PT,Portugal,PORTO,,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"Engaged in the retail sale of jewelry, watches, precious stones, and precious metals",Retail,"Engaged in the retail sale of jewelry, watches, precious stones, and precious metals [source: Bureau van Dijk]",www.machadojoalheiro.com,0.268079,0.092445,0.341884,4.949893,4.636742,7.690476,0.044455505745028004,0.019937490591454086,0.054158544437223184,0.040655408187167404,LUXURY
AUZMENDI SA,ES,Espagne,DONOSTIA/SAN SEBASTIAN,,4771.0,Commerce de détail d'habillement en magasin spécialisé,,,Fashion mens' clothing retailer ; Online mens' clothing retailer ; Online womens' clothing retailer ; Fashion women's clothing retailer ; Online fashion clothing accessories retailer ; Fashion clothing accessories retailer [source: Bureau van Dijk],www.auzmendi.com,0.15558784,0.16324554,0.36352194,4.44028866,4.17129765,4.87962396,0.07449794143563472,0.039135433070809515,0.0350400282309574,0.05057776925449995,LUXURY
KOTKAN GARDEROBI OY,FI,Finlande,KOTKA,,4771.0,Commerce de détail d'habillement en magasin spécialisé,,,"Vaatteiden vahittaiskauppa ja konsultointi. Yhtio voi toimintansa puitteissa omistaa kiinteistoja, asunto- ja muita osakkeita seka muita arvopapereita.","www.vila.co
www.trio.fi",0.375,0.069237,-0.309,4.191,5.519703,7.293,-0.04236939531057178,0.012543609683347095,0.08947745168217609,0.00795338521262104,LUXURY
BIONDI S.R.L.,IT,Italie,VERCELLI,CORSO LIBERTA' 41,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"Primarily engaged in the wholesale trade of jewelries, watches, precious stones and precious metals",Wholesale,"Primarily engaged in the wholesale trade of jewelries, watches, precious stones and precious metals [source: Bureau van Dijk]","www.biondigioielli.com
www.nautica-biondi.it",0.526155,0.676994,0.549799,4.311224,4.579774,6.494697,0.08465352579188837,0.14782257814468575,0.12204306711968574,0.11393362470788612,LUXURY
